App,Category,Genre,Rating,Reviews,Installs,Size_KB,Type,Price,Content Rating,Last Updated,Current Ver,Android_Min_Version,App_apple,Rating_apple,Reviews_apple,Price_apple,Developer_apple,Match_Score,Source
Mirror Camera (Mirror + Selfie Camera),BEAUTY,Beauty,4.1,9315,1000000.0,2662.4,Free,0.0,Everyone,2017-11-21,1.4.2,4.0,Mirror ◎,4.61385,187882.0,0.0,AppForge Inc.,100.0,both
Beauty Tips - Beauty Tips in Sinhala,BEAUTY,Beauty,4.4,75,50000.0,4300.8,Free,0.0,Everyone,2017-10-18,1.0.0,4.0,Persona: AI Beauty Camera,4.77837,32703.0,0.0,"Ticket To The Moon, Inc.",60.869565217391305,both
Haircut Tutorials/Haircut Videos,BEAUTY,Beauty,4.6,38,10000.0,7270.4,Free,0.0,Everyone,2018-05-29,1.0,4.0,,,,,,49.056603773584904,google-only
"Sephora: Skin Care, Beauty Makeup & Fragrance Shop",BEAUTY,Beauty,4.5,26834,1000000.0,58368.0,Free,0.0,Everyone,2018-07-24,18.5,5.0,Sephora US: Makeup & Skincare,4.88626,424700.0,0.0,"Sephora USA, Inc",70.0,both
Manicure - nail design,BEAUTY,Beauty,,119,50000.0,3788.8,Free,0.0,Everyone,2018-07-23,1.3,4.1,Nail Designs - Manicures & Art,3.95838,2499.0,0.0,1290 design d.o.o.,86.95652173913044,both
"Sticker Camera - Selfie Filters, Beauty Camera",BEAUTY,Beauty,3.9,2277,500000.0,22528.0,Free,0.0,Everyone,2018-07-12,1.1.0,4.0,SODA - Natural Beauty Camera,4.75066,10664.0,0.0,SNOW Corporation,66.66666666666666,both
Filters for B Live,BEAUTY,Beauty,4.4,2280,500000.0,24576.0,Free,0.0,Everyone,2018-05-14,1.1.0,4.0,,,,,,57.89473684210526,google-only
Skin Care and Natural Beauty,BEAUTY,Beauty,,654,100000.0,7577.6,Free,0.0,Teen,2018-07-17,1.15,4.1,,,,,,58.333333333333336,google-only
Facial Wrinkle Reduction,BEAUTY,Beauty,4.6,184,10000.0,21504.0,Free,0.0,Everyone,2018-07-02,1.5,4.1,,,,,,19.607843137254903,google-only
Makeup Videos,BEAUTY,Beauty,3.8,9,5000.0,3481.6,Free,0.0,Everyone,2018-06-07,1.0,4.0,YouCam Makeup: Face Editor,4.75242,149433.0,0.0,PERFECT MOBILE CORP.,63.1578947368421,both
"Secrets of beauty, youth and health",BEAUTY,Beauty,,77,10000.0,2969.6,Free,0.0,Mature 17+,2017-08-08,2.0,2.3,,,,,,50.0,google-only
Recipes and tips for losing weight,BEAUTY,Beauty,,35,10000.0,3174.4,Free,0.0,Everyone 10+,2017-12-11,2.0,3.0,,,,,,57.142857142857146,google-only
Discover Color,BEAUTY,Beauty,4.0,364,100000.0,6553.6,Free,0.0,Everyone,2018-05-24,1.1,4.0,,,,,,55.55555555555556,google-only
Eyeliner step by step 2018,BEAUTY,Beauty,4.3,18,5000.0,3276.8,Free,0.0,Everyone,2018-06-01,1.2.13,4.0,,,,,,17.77777777777778,google-only
Dresses Ideas & Fashions +3000,BEAUTY,Beauty,4.5,473,100000.0,8396.8,Free,0.0,Mature 17+,2017-03-01,1.0.2.0,1.6,,,,,,56.14035087719298,google-only
"Lady adviser (beauty, health)",BEAUTY,Beauty,,30,10000.0,10137.6,Free,0.0,Mature 17+,2018-01-24,3.0,3.0,,,,,,44.44444444444444,google-only
Step By Step Hairstyles For Women,BEAUTY,Beauty,4.1,66,10000.0,2969.6,Free,0.0,Everyone,2018-04-05,3.1.89,4.0,,,,,,59.64912280701754,google-only
Rainbow Camera,BEAUTY,Beauty,3.7,3871,1000000.0,23552.0,Free,0.0,Everyone,2018-07-30,2.2.0,4.0,,,,,,30.0,google-only
Methods of teeth whitening,BEAUTY,Beauty,4.7,257,50000.0,4710.4,Free,0.0,Everyone,2017-08-07,1.0,4.0,Teeth Whitener & Whitening,4.70943,265.0,0.0,R.M. APLICTIONS LTD,76.92307692307692,both
Girls hairstyles 2018,BEAUTY,Beauty,4.2,62,10000.0,3174.4,Free,0.0,Everyone,2018-05-28,1.9.2,4.0,Girls Hair Salon,4.48449,128435.0,0.0,Pazu Games Ltd,64.86486486486487,both
Wattpad 📖 Free Books,BOOKS_AND_REFERENCE,Books & Reference,4.6,2914724,100000000.0,,Free,0.0,Teen,2018-08-01,Varies with device,,,,,,,62.5,google-only
E-Book Read - Read Book for free,BOOKS_AND_REFERENCE,Books & Reference,4.5,1857,50000.0,5017.6,Free,0.0,Everyone,2018-08-03,1.3.2,4.4,,,,,,27.906976744186046,google-only
Download free book with green book,BOOKS_AND_REFERENCE,Books & Reference,4.6,4478,100000.0,9728.0,Free,0.0,Everyone 10+,2017-07-31,1.1,4.0,eBook Search - download books,4.52566,3430.0,0.0,"Inkstone Software, Inc.",64.28571428571428,both
Wikipedia,BOOKS_AND_REFERENCE,Books & Reference,4.4,577550,10000000.0,,Free,0.0,Everyone,2018-08-02,Varies with device,,Wikipedia,4.35767,5656.0,0.0,Wikimedia Foundation,100.0,both
Amazon Kindle,BOOKS_AND_REFERENCE,Books & Reference,4.2,814080,100000000.0,,Free,0.0,Teen,2018-07-27,Varies with device,,Amazon Kindle,4.8571,5282711.0,0.0,AMZN Mobile LLC,100.0,both
Cool Reader,BOOKS_AND_REFERENCE,Books & Reference,4.5,246315,10000000.0,,Free,0.0,Everyone,2015-07-17,Varies with device,1.5,PocketBook Reader,4.49457,8108.0,0.0,Pocketbook International SA,71.42857142857143,both
Dictionary - Merriam-Webster,BOOKS_AND_REFERENCE,Books & Reference,4.5,454060,10000000.0,,Free,0.0,Everyone,2018-05-18,Varies with device,,Merriam-Webster Dictionary,4.80659,302372.0,0.0,"Merriam-Webster, Inc.",100.0,both
NOOK: Read eBooks & Magazines,BOOKS_AND_REFERENCE,Books & Reference,4.5,155446,10000000.0,,Free,0.0,Teen,2018-04-25,Varies with device,,,,,,,57.69230769230769,google-only
Free Panda Radio Music,BOOKS_AND_REFERENCE,Books & Reference,4.5,418,100000.0,4300.8,Free,0.0,Everyone,2018-03-27,2.1,4.1,"Radio FM: Music, News & Sports",4.6459,86699.0,0.0,RadioFM,66.66666666666666,both
Book store,BOOKS_AND_REFERENCE,Books & Reference,4.4,22486,1000000.0,5529.6,Free,0.0,Teen,2018-06-06,3.2.1,4.0,,,,,,23.80952380952381,google-only
FBReader: Favorite Book Reader,BOOKS_AND_REFERENCE,Books & Reference,4.5,203130,10000000.0,,Free,0.0,Everyone,2018-06-28,Varies with device,,,,,,,52.83018867924528,google-only
English Grammar Complete Handbook,BOOKS_AND_REFERENCE,Books & Reference,4.6,1435,500000.0,2867.2,Free,0.0,Everyone,2018-01-21,1.0,4.0,LearnEnglish Grammar (UK ed.),4.69599,39371.0,0.0,British Council,64.40677966101694,both
Free Books - Spirit Fanfiction and Stories,BOOKS_AND_REFERENCE,Books & Reference,4.8,116507,1000000.0,5120.0,Free,0.0,Teen,2018-08-01,2.0.075,4.0,Spirit Fanfiction and Stories,4.5625,208.0,0.0,Spirit Tecnologia LTDA,100.0,both
Google Play Books,BOOKS_AND_REFERENCE,Books & Reference,3.9,1433233,1000000000.0,,Free,0.0,Teen,2018-08-03,Varies with device,,Google Play Books & Audiobooks,4.43152,9580.0,0.0,Google,100.0,both
AlReader -any text book reader,BOOKS_AND_REFERENCE,Books & Reference,4.6,90468,5000000.0,6041.6,Free,0.0,Everyone,2018-05-27,1.911805270,2.3,,,,,,56.14035087719298,google-only
Offline English Dictionary,BOOKS_AND_REFERENCE,Books & Reference,4.2,860,100000.0,13312.0,Free,0.0,Everyone,2018-07-17,1.0,4.0,English Dictionary Offline,4.61561,1012.0,0.0,INVENTO ONE PRIVATE LIMITED,100.0,both
Oxford Dictionary of English : Free,BOOKS_AND_REFERENCE,Books & Reference,4.1,363934,10000000.0,7270.4,Free,0.0,Everyone,2018-07-11,9.1.363,4.1,Oxford Dictionary,4.62424,26315.0,0.0,"MobiSystems, Inc.",100.0,both
Offline: English to Tagalog Dictionary,BOOKS_AND_REFERENCE,Books & Reference,4.7,967,500000.0,6860.8,Free,0.0,Everyone,2018-08-04,1.1.6,4.0,Dictionary.,4.77751,14356.0,0.0,"Farlex, Inc.",100.0,both
Spanish English Translator,BOOKS_AND_REFERENCE,Books & Reference,4.2,87873,10000000.0,,Free,0.0,Teen,2018-05-28,Varies with device,,Spanish - English Translator+,4.66667,3.0,0.0,Tuan Anh Le,100.0,both
FamilySearch Tree,BOOKS_AND_REFERENCE,Books & Reference,4.3,17506,1000000.0,17408.0,Free,0.0,Everyone,2018-07-20,2.3.18,4.1,FamilySearch Tree,4.83995,454059.0,0.0,FamilySearch International,100.0,both
Cloud of Books,BOOKS_AND_REFERENCE,Books & Reference,3.3,1862,1000000.0,19456.0,Free,0.0,Everyone,2018-04-27,2.2.5,4.1,Apple Books,4.38582,65235.0,0.0,Apple,62.5,both
Recipes of Prophetic Medicine for free,BOOKS_AND_REFERENCE,Books & Reference,4.6,2084,500000.0,6860.8,Free,0.0,Everyone,2018-05-17,15.0,2.3,,,,,,42.42424242424242,google-only
ReadEra – free ebook reader,BOOKS_AND_REFERENCE,Books & Reference,4.8,47303,1000000.0,21504.0,Free,0.0,Everyone,2018-06-02,18.05.31+530,4.1,Ebook Reader,3.4531,565.0,0.0,Ebooks.com Limited,100.0,both
NOOK App for NOOK Devices,BOOKS_AND_REFERENCE,Books & Reference,4.7,19080,500000.0,,Free,0.0,Everyone,2018-04-25,Varies with device,,,,,,,19.047619047619047,google-only
Anonymous caller detection,BOOKS_AND_REFERENCE,Books & Reference,,161,10000.0,2764.8,Free,0.0,Everyone,2018-07-13,1.0,2.3,Spark: Anonymous Chat,4.81386,4717.0,0.0,Spark Partnership Limited,62.06896551724138,both
Ebook Reader,BOOKS_AND_REFERENCE,Books & Reference,4.1,85842,5000000.0,37888.0,Free,0.0,Everyone,2018-06-25,5.0.6,4.0,PocketBook Reader,4.49457,8108.0,0.0,Pocketbook International SA,82.75862068965517,both
Litnet - E-books,BOOKS_AND_REFERENCE,Books & Reference,4.6,7831,100000.0,15360.0,Free,0.0,Teen,2018-07-04,1.2.3,4.0,,,,,,52.63157894736842,google-only
Read books online,BOOKS_AND_REFERENCE,Books & Reference,4.1,91615,5000000.0,23552.0,Free,0.0,Mature 17+,2018-06-29,3.12,4.1,Apple Books,4.38582,65235.0,0.0,Apple,62.5,both
English to Urdu Dictionary,BOOKS_AND_REFERENCE,Books & Reference,4.6,4620,500000.0,19456.0,Free,0.0,Everyone,2017-11-23,2.0,4.0,English to Urdu - Dictionary,4.23529,17.0,0.0,Shoaib Hassan,100.0,both
eBoox: book reader fb2 epub zip,BOOKS_AND_REFERENCE,Books & Reference,4.7,21336,1000000.0,23552.0,Free,0.0,Everyone,2018-06-20,1.28,3.0,eBoox - fb2 ePub book reader,4.76297,2776.0,0.0,"REDIT, OOO",100.0,both
English Persian Dictionary,BOOKS_AND_REFERENCE,Books & Reference,4.5,26875,500000.0,74752.0,Free,0.0,Everyone,2018-08-01,6.0.8,4.0,Persian Dictionary - Dict Box,4.7899,83890.0,0.0,Xung Le,81.81818181818181,both
Flybook,BOOKS_AND_REFERENCE,Books & Reference,3.9,1778,500000.0,5017.6,Free,0.0,Mature 17+,2014-10-16,1.0.3,2.1,The Flybook,2.0,11.0,0.0,"Flybook Software, LLC",100.0,both
All Maths Formulas,BOOKS_AND_REFERENCE,Books & Reference,4.4,2709,1000000.0,6963.2,Free,0.0,Everyone,2018-07-11,1.9,4.4,ALL Maths Formulas Guide,4.42593,54.0,0.0,rana hamad khan,100.0,both
Ancestry,BOOKS_AND_REFERENCE,Books & Reference,4.3,64513,5000000.0,,Free,0.0,Everyone,2018-07-31,Varies with device,,Ancestry: Family History & DNA,4.7848,526136.0,0.0,Ancestry.com,100.0,both
HTC Help,BOOKS_AND_REFERENCE,Books & Reference,4.2,8342,10000000.0,,Free,0.0,Everyone,2017-08-28,9.00.950462,7.0,Device Help,4.34733,262.0,0.0,"AT&T Services, Inc.",66.66666666666666,both
English translation from Bengali,BOOKS_AND_REFERENCE,Books & Reference,4.5,527,100000.0,2969.6,Free,0.0,Everyone,2018-03-31,14.0,4.0,Bengali-English Translator,4.59353,989.0,0.0,Md Robi Ullah,86.20689655172414,both
Pdf Book Download - Read Pdf Book,BOOKS_AND_REFERENCE,Books & Reference,4.4,1322,100000.0,3584.0,Free,0.0,Everyone,2018-05-28,6.0,4.0,,,,,,54.90196078431372,google-only
Free Book Reader,BOOKS_AND_REFERENCE,Books & Reference,3.4,1680,100000.0,4096.0,Free,0.0,Everyone,2016-08-20,3.05,4.0,,,,,,58.8235294117647,google-only
eBoox new: Reader for fb2 epub zip books,BOOKS_AND_REFERENCE,Books & Reference,4.9,2739,50000.0,21504.0,Free,0.0,Everyone,2018-07-17,2.0,3.0,eBoox - fb2 ePub book reader,4.76297,2776.0,0.0,"REDIT, OOO",89.36170212765957,both
"Only 30 days in English, the guideline is guaranteed",BOOKS_AND_REFERENCE,Books & Reference,4.6,1065,500000.0,2355.2,Free,0.0,Everyone,2018-06-16,1.5,3.0,,,,,,17.142857142857146,google-only
Moon+ Reader,BOOKS_AND_REFERENCE,Books & Reference,4.4,233757,10000000.0,,Free,0.0,Everyone,2018-05-01,Varies with device,,"Epub Reader -read epub,chm,txt",4.5377,9574.0,0.0,俊杰 阮,70.58823529411765,both
SH-02J Owner's Manual (Android 8.0),BOOKS_AND_REFERENCE,Books & Reference,,2,50000.0,7372.8,Free,0.0,Everyone,2018-06-15,3.0,6.0,Android Switch,3.32468,77.0,0.0,Google,66.66666666666666,both
English-Myanmar Dictionary,BOOKS_AND_REFERENCE,Books & Reference,4.4,8788,1000000.0,10240.0,Free,0.0,Everyone,2018-07-28,2.5.3,4.0,English Myanmar Dictionary,4.21232,146.0,0.0,parth dabhi,100.0,both
Golden Dictionary (EN-AR),BOOKS_AND_REFERENCE,Books & Reference,4.4,51269,1000000.0,6246.4,Free,0.0,Everyone,2018-07-19,7.0.4.6,4.2,Dictionary.,4.77751,14356.0,0.0,"Farlex, Inc.",100.0,both
All Language Translator Free,BOOKS_AND_REFERENCE,Books & Reference,4.4,30105,1000000.0,2150.4,Free,0.0,Everyone,2018-07-29,1.15,4.0,Translate: Language And Voice,4.52374,8844.0,0.0,Sunny Side Hurricane LLC,71.42857142857143,both
Azpen eReader,BOOKS_AND_REFERENCE,Books & Reference,3.5,156,500000.0,43008.0,Free,0.0,Everyone,2018-02-15,3.1.7.9,2.2,Yuzu eReader,4.49265,13738.0,0.0,Barnes & Noble College,73.6842105263158,both
URBANO V 02 instruction manual,BOOKS_AND_REFERENCE,Books & Reference,,114,100000.0,7475.2,Free,0.0,Everyone,2015-08-07,1.1,5.1,,,,,,19.642857142857142,google-only
English Dictionary - Offline,BOOKS_AND_REFERENCE,Books & Reference,4.4,341157,10000000.0,30720.0,Free,0.0,Everyone 10+,2018-03-20,3.9.1,4.2,English Dictionary Offline,4.61561,1012.0,0.0,INVENTO ONE PRIVATE LIMITED,100.0,both
Visual Voicemail by MetroPCS,BUSINESS,Business,4.1,16129,10000000.0,,Free,0.0,Everyone,2018-07-30,Varies with device,,World Voicemail,4.2426,1521.0,0.0,Norwood Systems (Aust) Pty Ltd,75.0,both
Indeed Job Search,BUSINESS,Business,4.3,674730,50000000.0,,Free,0.0,Everyone,2018-05-21,Varies with device,,Indeed Job Search,4.78472,3607711.0,0.0,Indeed Inc.,100.0,both
Uber Driver,BUSINESS,Business,4.4,1254730,10000000.0,,Free,0.0,Everyone,2018-08-03,Varies with device,,Uber - Driver: Drive & Deliver,4.45399,639952.0,0.0,"Uber Technologies, Inc.",100.0,both
ADP Mobile Solutions,BUSINESS,Business,4.3,85185,5000000.0,29696.0,Free,0.0,Everyone,2018-07-17,3.4.2,5.0,ADP Mobile Solutions,4.7137,3949423.0,0.0,"ADP, Inc",100.0,both
Snag - Jobs Hiring Now,BUSINESS,Business,4.3,32584,1000000.0,,Free,0.0,Everyone,2018-05-04,Varies with device,,Snagajob - Jobs Hiring Now,4.72499,138447.0,0.0,SnagAJob.com,90.9090909090909,both
Docs To Go™ Free Office Suite,BUSINESS,Business,4.1,217730,50000000.0,,Free,0.0,Everyone,2018-04-02,Varies with device,,Documents (Office Docs),4.52799,42389.0,0.0,Savy Soda Pty Ltd,68.75,both
Google My Business,BUSINESS,Business,4.4,70991,5000000.0,,Free,0.0,Everyone,2018-07-24,2.19.0.204537701,4.4,Google,4.64802,3489468.0,0.0,Google,100.0,both
OfficeSuite : Free Office + PDF Editor,BUSINESS,Business,4.3,1002861,100000000.0,35840.0,Free,0.0,Everyone,2018-08-02,9.7.14188,4.1,MobiOffice docs & PDF editor,4.70753,42715.0,0.0,"MobiSystems, Inc.",66.66666666666666,both
USPS MOBILE®,BUSINESS,Business,3.9,16589,1000000.0,9318.4,Free,0.0,Everyone,2018-06-14,4.9.10,4.0,USPS Mobile®,4.7768,1573878.0,0.0,United States Postal Service,100.0,both
Job Search by ZipRecruiter,BUSINESS,Business,4.8,148945,1000000.0,25600.0,Free,0.0,Everyone,2018-07-19,5.2.8,5.0,ZipRecruiter Job Search,4.86197,536555.0,0.0,"ZipRecruiter, Inc.",100.0,both
Curriculum vitae App CV Builder Free Resume Maker,BUSINESS,Business,4.5,4458,500000.0,3993.6,Free,0.0,Everyone,2018-07-08,3.3,4.1,Resume Builder⁺,4.82296,58281.0,0.0,Rounding Squares BV,100.0,both
Google Primer,BUSINESS,Business,4.4,62272,10000000.0,18432.0,Free,0.0,Everyone,2018-06-26,3.550.2,4.1,Google Ads,4.4192,4282.0,0.0,Google,75.0,both
Alba Heaven - Alvarez Job Portal Services,BUSINESS,Business,4.0,8941,5000000.0,12288.0,Free,0.0,Everyone,2018-07-31,4.6.30,4.0,,,,,,39.285714285714285,google-only
SuperLivePro,BUSINESS,Business,4.3,46353,1000000.0,21504.0,Free,0.0,Everyone,2016-04-13,2.8,1.5,SuperLivePro,3.16502,2327.0,0.0,Peng AnTai,100.0,both
Facebook Pages Manager,BUSINESS,Business,4.0,1279184,50000000.0,,Free,0.0,Everyone,2018-08-02,Varies with device,,Facebook,4.50575,22572502.0,0.0,"Meta Platforms, Inc.",100.0,both
OfficeSuite Pro + PDF (Trial),BUSINESS,Business,4.2,88073,10000000.0,,Free,0.0,Everyone,2018-07-09,Varies with device,,,,,,,54.90196078431372,google-only
My Space - Employment Center,BUSINESS,Business,4.5,67000,1000000.0,,Free,0.0,Everyone,2018-07-17,Varies with device,4.3,,,,,,50.0,google-only
Box,BUSINESS,Business,4.2,159872,10000000.0,,Free,0.0,Everyone,2018-07-31,Varies with device,,Box: The Content Cloud,4.76504,188708.0,0.0,"Box, Inc.",100.0,both
Polaris Office for LG,BUSINESS,Business,4.2,30847,5000000.0,56320.0,Free,0.0,Everyone,2018-02-08,7.3.21,4.1,Polaris Office Mobile,4.65472,530.0,39.99,Polaris Office Corp.,80.95238095238095,both
Call Blocker,BUSINESS,Business,4.6,188841,5000000.0,3276.8,Free,0.0,Everyone,2018-06-21,1.1.13,4.0,Robokiller: Spam Call Blocker,4.50893,410451.0,0.0,Mosaic S.r.l.,100.0,both
Jobs in Alabama - Jobs in Alba,BUSINESS,Business,4.1,11622,5000000.0,,Free,0.0,Everyone,2018-07-26,Varies with device,,AL.com: Alabama Football,4.82078,6283.0,0.0,al.com,65.11627906976744,both
Square Point of Sale - POS,BUSINESS,Business,4.6,95912,5000000.0,,Free,0.0,Everyone,2018-07-30,Varies with device,,Square Point of Sale (POS),4.81222,563914.0,0.0,"Block, Inc.",100.0,both
Plugin:AOT v5.0,BUSINESS,Business,3.1,4034,100000.0,23.0,Free,0.0,Everyone,2015-09-11,3.0.1.11 (Build 311),2.2,,,,,,14.705882352941174,google-only
Kariyer.net,BUSINESS,Business,3.9,45964,1000000.0,16384.0,Free,0.0,Everyone,2018-07-18,5.1.5,4.1,Kariyer.net job search,4.5956,999.0,0.0,Kariyer.net Elektronik Yayıncılık ve İletişim Hizmetleri A.Ş.,100.0,both
SEEK Job Search,BUSINESS,Business,4.3,14955,1000000.0,,Free,0.0,Everyone,2018-07-30,Varies with device,,SEEK Jobs Search & Employment,4.77855,5324.0,0.0,SEEK Ltd.,84.61538461538461,both
Become a Job - Find a job or advertise,BUSINESS,Business,4.1,6903,1000000.0,14336.0,Free,0.0,Everyone,2018-07-10,2.3.6,4.1,,,,,,49.12280701754386,google-only
ZOOM Cloud Meetings,BUSINESS,Business,4.4,31614,10000000.0,37888.0,Free,0.0,Everyone,2018-07-20,4.1.28165.0716,4.0,,,,,,60.0,google-only
Easy Installer - Apps On SD,BUSINESS,Business,4.1,23055,5000000.0,,Free,0.0,Everyone,2018-06-08,Varies with device,,iGenapps: Apps made easy,4.0518,1467.0,0.0,Apps Ltd LLC,62.5,both
Facebook Ads Manager,BUSINESS,Business,4.1,19023,1000000.0,,Free,0.0,Everyone,2018-08-01,99.0.0.35.75,4.1,Facebook,4.50575,22572502.0,0.0,"Meta Platforms, Inc.",100.0,both
"IndiaMART: Search Products, Buy, Sell & Trade",BUSINESS,Business,4.5,207372,5000000.0,11264.0,Free,0.0,Everyone,2018-08-02,12.2.4,4.0,IndiaMART: Buy & Sell Products,4.29157,3049.0,0.0,IndiaMART InterMESH Ltd.,100.0,both
ViettelPost express delivery,BUSINESS,Business,4.4,1225,100000.0,25600.0,Free,0.0,Everyone,2018-08-01,1.0.6.8,4.1,Panda Express,4.83463,468521.0,0.0,Panda Express,70.0,both
MyASUS - Service Center,BUSINESS,Business,4.4,380837,10000000.0,7475.2,Free,0.0,Everyone,2018-07-04,3.4.5,4.2,MyASUS,4.20497,644.0,0.0,ASUSTek,100.0,both
Job Korea - Career Jobs,BUSINESS,Business,4.3,10600,1000000.0,6656.0,Free,0.0,Everyone,2018-08-01,2.5.6,4.0,CareerBuilder: Job Search,4.62357,65503.0,0.0,"CareerBuilder, LLC",62.22222222222222,both
"104 Looking for a job - looking for a job, looking for a job, looking for a part-time job, health checkup, resume, treatment room",BUSINESS,Business,4.4,74359,1000000.0,25600.0,Free,0.0,Everyone,2018-07-27,1.12.5,4.0,,,,,,32.60869565217391,google-only
Myanmar 2D/3D,BUSINESS,Business,4.6,822,100000.0,3174.4,Free,0.0,Everyone,2018-06-08,1.5,4.0,,,,,,35.0,google-only
Quick PDF Scanner + OCR FREE,BUSINESS,Business,4.2,80805,5000000.0,,Free,0.0,Everyone,2018-02-26,Varies with device,4.0,Scanner ·,4.73101,216571.0,0.0,Luni,100.0,both
sABN,BUSINESS,Business,4.4,2287,1000000.0,1536.0,Free,0.0,Everyone,2018-03-26,4.9,2.2,,,,,,16.666666666666664,google-only
ATI Cargoes and Transportation,BUSINESS,Business,4.7,4162,100000.0,7680.0,Free,0.0,Everyone,2018-07-24,0.9.4,4.0,,,,,,24.137931034482758,google-only
Secure Folder,BUSINESS,Business,3.8,14760,50000000.0,8806.4,Free,0.0,Everyone,2018-01-31,1.1.07.6,7.0,Secure Folder - Private Vault™,4.55172,319.0,0.0,Khushal Vasani,100.0,both
UPS Mobile,BUSINESS,Business,3.9,23243,5000000.0,,Free,0.0,Everyone,2018-06-25,Varies with device,,UPS,4.55614,583498.0,0.0,UPS,100.0,both
Y! Mobile menu,BUSINESS,Business,,9,100000.0,1228.8,Free,0.0,Everyone,2018-04-09,1.0.5,6.0,,,,,,47.61904761904762,google-only
SignEasy | Sign and Fill PDF and other Documents,BUSINESS,Business,4.3,8978,1000000.0,,Free,0.0,Everyone,2018-07-25,Varies with device,,Signeasy－Sign Documents App,4.85787,33419.0,0.0,Glykka LLC,92.0,both
Genius Scan - PDF Scanner,BUSINESS,Business,4.4,42492,1000000.0,,Free,0.0,Everyone,2018-07-11,Varies with device,,Scanner ·,4.73101,216571.0,0.0,Luni,100.0,both
Tiny Scanner - PDF Scanner App,BUSINESS,Business,4.7,286897,10000000.0,39936.0,Free,0.0,Everyone,2017-05-30,1.2.6,3.0,Scanner ·,4.73101,216571.0,0.0,Luni,100.0,both
Fast Scanner : Free PDF Scan,BUSINESS,Business,4.5,103755,10000000.0,14336.0,Free,0.0,Everyone,2018-07-11,3.9.2,4.1,Scanner ·,4.73101,216571.0,0.0,Luni,100.0,both
Mobile Doc Scanner (MDScan) Lite,BUSINESS,Business,4.2,46505,1000000.0,19456.0,Free,0.0,Everyone,2018-08-02,3.4.49,4.1,Scanner ·,4.73101,216571.0,0.0,Luni,100.0,both
TurboScan: scan documents and receipts in PDF,BUSINESS,Business,4.7,11442,100000.0,6963.2,Paid,4.99,Everyone,2018-03-25,1.5.2,4.0,Scanner Pro - Scan Documents,4.87869,318007.0,0.0,Readdle Technologies Limited,70.0,both
Tiny Scanner Pro: PDF Doc Scan,BUSINESS,Business,4.8,10295,100000.0,39936.0,Paid,4.99,Everyone,2017-04-11,3.4.6,3.0,Scanner ·,4.73101,216571.0,0.0,Luni,100.0,both
Zenefits,BUSINESS,Business,4.2,296,50000.0,14336.0,Free,0.0,Everyone,2018-06-15,3.2.1,4.1,KOAN Dispensary Zenefits Club,5.0,1.0,0.0,KOAN Dispensary,100.0,both
Google Ads,BUSINESS,Business,4.3,29313,5000000.0,20480.0,Free,0.0,Everyone,2018-07-30,1.12.0,4.0,Google,4.64802,3489468.0,0.0,Google,100.0,both
Slack,BUSINESS,Business,4.4,51507,5000000.0,,Free,0.0,Everyone,2018-08-02,Varies with device,,Slack,3.89668,29626.0,0.0,"Slack Technologies, Inc.",100.0,both
FreshBooks Classic,BUSINESS,Business,4.1,1802,100000.0,26624.0,Free,0.0,Everyone,2018-04-18,1.7.14,4.2,,,,,,20.833333333333332,google-only
Insightly CRM,BUSINESS,Business,3.8,1383,100000.0,52224.0,Free,0.0,Everyone,2018-07-12,3.24.1,5.0,Insightly CRM,4.32042,284.0,0.0,Insightly,100.0,both
QuickBooks Accounting: Invoicing & Expenses,BUSINESS,Business,4.3,23175,1000000.0,41984.0,Free,0.0,Everyone,2018-07-13,18.7,4.1,QuickBooks Business Accounting,4.73107,218856.0,0.0,Intuit Inc.,82.35294117647058,both
HipChat - Chat Built for Teams,BUSINESS,Business,3.8,5868,500000.0,20480.0,Free,0.0,Everyone,2018-07-03,3.19.005,4.1,,,,,,53.333333333333336,google-only
Xero Accounting Software,BUSINESS,Business,3.5,2111,100000.0,,Free,0.0,Everyone,2018-07-30,Varies with device,,Xero Accounting for business,4.59794,1358.0,0.0,Xero Ltd,76.92307692307692,both
"MailChimp - Email, Marketing Automation",BUSINESS,Business,4.1,5448,500000.0,12288.0,Free,0.0,Everyone,2018-07-25,4.9.1,5.0,Mailchimp Email Marketing,4.85548,50351.0,0.0,The Rocket Science Group LLC,100.0,both
Crew - Free Messaging and Scheduling,BUSINESS,Business,4.6,4159,500000.0,49152.0,Free,0.0,Everyone,2018-07-20,6.1.2,4.0,Sling: Employee Scheduling App,4.6941,27251.0,0.0,Sling Incorporated,66.66666666666666,both
Asana: organize team projects,BUSINESS,Business,4.3,20815,1000000.0,10240.0,Free,0.0,Everyone,2018-07-26,6.4.4,5.0,,,,,,57.69230769230769,google-only
Google Analytics,BUSINESS,Business,4.5,78662,1000000.0,22528.0,Free,0.0,Everyone,2018-02-13,3.7.5,4.4,Google,4.64802,3489468.0,0.0,Google,100.0,both
AdWords Express,BUSINESS,Business,4.1,7149,1000000.0,11264.0,Free,0.0,Everyone,2018-07-31,2.6.158,4.0,AdWords Exam Flashcards,0.0,0.0,1.99,Gabriela Scurtu,63.63636363636363,both
Accounting App - Zoho Books,BUSINESS,Business,4.5,3079,100000.0,8704.0,Free,0.0,Everyone,2018-08-02,5.20.7,4.1,Accounting App - Zoho Books,4.81263,3944.0,0.0,Zoho Corporation,100.0,both
